,Unnamed: 0,ARTCLASS,ARTDESCRIP,BLOCKNBR,COMPKEY,DIRHI,DIRLO,FID,FLOW,INTKEYLO,INTRHI,INTRLO,NATIONHWYS,OBJECTID,ONEWAY,ONEWAYDIR,OWNER,PVMTCATEGO,PVMTCONDIN,PVMTCOND_1,SEGDIR,SEGLENGTH,SHAPE,SHAPE_Leng,SLOPE_PCT,SPEEDLIMIT,STATUS,STNAME_ORD,STREETTYPE,SURFACETYP,SURFACET_1,SURFACEWID,Shape__Length,TRANCLASS,TRANDESCRI,UNITDESC,UNITIDSORT,XSTRHI,XSTRLO
15083,15083,0,Not Designated,400,9329,S,N,15084, ,28778,BOREN AVE N AND REPUBLICAN ST,BOREN AVE N AND HARRISON ST,N,14677,N, , ,NON-ART,0,0,N,426.0,"{'paths': [[[-13618364.2370858, 6044203.08656736], [-13618363.1983144, 6044396.00409952]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.076153472395,6,20,INSVC,BOREN AVE N,Urban Village Neighborhood Access,AC/PCC, ,0,192.92032878620898,0,NOT DESIGNATED,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,055700040,REPUBLICAN ST,HARRISON ST
15086,15086,2,Minor Arterial,1500,9447,S,N,15087, ,29745,BROADWAY AND E PINE ST,BROADWAY AND E PIKE ST,N,14680,N, , ,ART,81,0,N,423.0,"{'paths': [[[-13616686.9839391, 6042889.25051314], [-13616689.0194805, 6043080.74790998]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",423.02183943627296,5,25,INSVC,BROADWAY,Urban Village Neighborhood,PCC, ,52,191.508215037369,3,MINOR TRANSIT ROUTE,BROADWAY BETWEEN E PIKE ST AND E PINE ST,057350150,E PINE ST,E PIKE ST
15089,15089,0,Not Designated,50,9639,SW,NE,15090, ,29683,1ST AVE AND CEDAR ST,CEDAR ST AND WESTERN AVE,N,14683,N, , ,NON-ART,36,0,NE,322.0,"{'paths': [[[-13620103.9886396, 6043064.57546887], [-13620008.2697491, 6043174.26530423]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.995413360225,11,20,INSVC,CEDAR ST,Downtown Neighborhood Access,AC, ,36,145.581475368132,3,MINOR TRANSIT ROUTE,CEDAR ST BETWEEN WESTERN AVE AND 1ST AVE,058750008,1ST AVE,WESTERN AVE
15090,15090,0,Not Designated,1100,9669,SW,NE,15091, ,29799,CHERRY ST AND MINOR AVE,BOREN AVE AND CHERRY ST,N,14684,N, , ,NON-ART,7,0,NE,322.0,"{'paths': [[[-13616954.3565755, 6041753.46542911], [-13616922.189998, 6041773.3723113], [-13616830.838639, 6041830.05030771]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.78241986020197,9,20,INSVC,CHERRY ST,Urban Village Neighborhood Access,AC, ,30,145.333855342525,0,NOT DESIGNATED,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,059000110,MINOR AVE,BOREN AVE
15146,15146,0,Not Designated,1300,12872,SW,NE,15147, ,29770,BOYLSTON AVE AND SPRING ST,SPRING ST AND SUMMIT AVE,N,14740,N, , ,NON-ART,43,0,NE,322.0,"{'paths': [[[-13616997.6043856, 6042378.18179305], [-13616947.0706628, 6042409.50709827], [-13616874.1297708, 6042454.75652337]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.665592571968,2,20,INSVC,SPRING ST,Urban Village Neighborhood Access,AC, ,33,145.29167351253201,0,NOT DESIGNATED,SPRING ST BETWEEN SUMMIT AVE AND BOYLSTON AVE,097350130,BOYLSTON AVE,SUMMIT AVE
15149,15149,0,Not Designated,400,13102,SE,NW,15150, ,29833,JEFFERSON ST AND TERRY AVE,TERRACE ST AND TERRY AVE,N,14743,N, , ,NON-ART,16,0,NW,306.0,"{'paths': [[[-13616860.3056679, 6041323.17227278], [-13616907.5851893, 6041399.94379887], [-13616932.8734682, 6041440.96650877]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",305.92207814606303,3,20,INSVC,TERRY AVE,Urban Village Neighborhood Access,AC, ,28,138.353057419076,0,NOT DESIGNATED,TERRY AVE BETWEEN TERRACE ST AND JEFFERSON ST,100400040,JEFFERSON ST,TERRACE ST
15151,15151,0,Not Designated,1900,13238,N,S,15152, ,31207,UTAH AVE S AND S WALKER ST,UTAH AVE S AND S HOLGATE ST,N,14745,N, , ,NON-ART,43,0,S,775.0,"{'paths': [[[-13618283.4335004, 6038271.43702007], [-13618283.5452499, 6037920.79690666]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",774.965617122469,0,20,INSVC,UTAH AVE S,Minor Industrial Access,PCC, ,37,350.640131216025,0,NOT DESIGNATED,UTAH AVE S BETWEEN S HOLGATE ST AND S WALKER ST,101450190,S WALKER ST,S HOLGATE ST
15159,15159,2,Minor Arterial,200,13764,W,E,15160, ,30488,3RD AVE AND YESLER WAY,2ND AVE AND YESLER WAY,N,14753,N, , ,ART,26,0,E,424.0,"{'paths': [[[-13617934.1115492, 6040848.95149925], [-13617887.1322256, 6040848.88295279], [-13617742.7853836, 6040848.53090305]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",424.020343410748,6,25,INSVC,YESLER WAY,Downtown Neighborhood,AC/PCC, ,42,191.326644850951,3,MINOR TRANSIT ROUTE,YESLER WAY BETWEEN 2ND AVE AND 3RD AVE,107850020,3RD AVE,2ND AVE
15165,15165,2,Minor Arterial,6900,14083,SW,NE,15166, ,24585,EAST GREEN LAKE WAY N AND NE RAVENNA SR BV,4TH AVE NE AND EAST GREEN LAKE WAY N,N,14759,N, , ,ART,32,0,NE,191.0,"{'paths': [[[-13617361.1637045, 6053543.70313351], [-13617349.0288529, 6053551.67131238], [-13617333.9517704, 6053562.98562587], [-13617316.8087806, 6053578.87815702], [-13617305.6205582, 6053590.76506835], [-13617297.4635688, 6053601.3900352]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",191.073396779618,1,30,INSVC,EAST GREEN LAKE WAY N,Urban Village Neighborhood,AC/PCC, ,40,86.46281001692729,3,MINOR TRANSIT ROUTE,EAST GREEN LAKE WAY N BETWEEN 4TH AVE NE AND NE RAVENNA SR BV,110750690,NE RAVENNA SR BV,4TH AVE NE
15169,15169,1,Principal Arterial,1400,14344,SW,NE,15170, ,29751,E MADISON ST AND E PIKE ST,14TH AVE AND E MADISON ST,Y,14763,N, , ,ART,61,0,NE,153.0,"{'paths': [[[-13615956.7355128, 6042859.4038561], [-13615898.0231223, 6042895.68875916]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",152.797569654511,8,25,INSVC,E MADISON ST,Urban Village Main,AC/PCC, ,45,69.0198449073993,2,MAJOR TRANSIT ROUTE,E MADISON ST BETWEEN 14TH AVE AND E PIKE ST,112750140,E PIKE ST,14TH AVE
15206,15206,1,Principal Arterial,3000,16500,W,E,15207, ,36602,LAKE CITY WAY NE AND NE 125TH ST,30TH AVE NE AND NE 125TH ST,Y,14800,N, , ,ART,78,0,E,266.0,"{'paths': [[[-13613963.3999264, 6060280.2563749], [-13613843.0700689, 6060279.24031924]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",266.083521062773,0,30,INSVC,NE 125TH ST,Urban Village Main,AC/PCC, ,54,120.334147196098,2,MAJOR TRANSIT ROUTE,NE 125TH ST BETWEEN 30TH AVE NE AND LAKE CITY WAY NE,129750300,LAKE CITY WAY NE,30TH AVE NE
15208,15208,3,Collector Arterial,1200,16811,W,E,15209, ,27075,NE 43RD ST AND DEAD END 5,12TH AVE NE AND NE 43RD ST,N,14805,N, , ,ART,10,0,E,142.0,"{'paths': [[[-13616097.0466792, 6050446.92133669], [-13616032.7829304, 6050444.66702566], [-13615968.3092624, 6050444.62315118]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",285.077924679199,6,30,INSVC,NE 43RD ST,Urban Village Neighborhood,AC/PCC, ,42,128.776959166907,0,NOT DESIGNATED,NE 43RD ST BETWEEN 12TH AVE NE AND DEAD END 1,132500120,DEAD END 1,12TH AVE NE
15289,15289,0,Not Designated,100,21489,W,E,15290, ,30362,OCCIDENTAL AVE S AND S WASHINGTON ST,1ST AVE S AND S WASHINGTON ST,N,14881,N, , ,NON-ART,0,0,E,322.0,"{'paths': [[[-13618178.7941323, 6040711.01338966], [-13618105.5636725, 6040710.88035833], [-13618084.6836643, 6040710.842329], [-13618033.5435894, 6040710.7495771]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",321.91164617641004,1,20,INSVC,S WASHINGTON ST,Downtown Neighborhood Access,AC/PCC, ,0,145.25078245340902,0,NOT DESIGNATED,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,171400010,OCCIDENTAL AVE S,1ST AVE S
15290,15290,0,Not Designated,600,21533,W,E,15291, ,30525,MAYNARD AL S AND S WELLER ST,MAYNARD AVE S AND S WELLER ST,N,14882,N, , ,NON-ART,11,0,E,162.0,"{'paths': [[[-13617163.6176202, 6040154.63976443], [-13617090.6414701, 6040154.43321981]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",161.74430860609502,5,20,INSVC,S WELLER ST,Downtown Neighborhood Access,AC, ,46,72.97644242220909,0,NOT DESIGNATED,S WELLER ST BETWEEN MAYNARD AVE S AND MAYNARD AL S,171600065,MAYNARD AL S,MAYNARD AVE S
15307,15307,3,Collector Arterial,4300,22660,E,W,15308, ,31904,44TH AVE SW AND SW OREGON ST,CALIFORNIA AVE SW AND SW OREGON ST,N,14899,N, , ,ART,70,0,W,334.0,"{'paths': [[[-13624033.5082109, 6034444.51766838], [-13624184.162424, 6034450.30240087]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",334.375166984636,2,30,INSVC,SW OREGON ST,Urban Village Neighborhood,PCC, ,32,150.765231592649,3,MINOR TRANSIT ROUTE,SW OREGON ST BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,180550430,44TH AVE SW,CALIFORNIA AVE SW
15325,15325,0,Not Designated,200,23762,E,W,15326, ,28658,3RD AVE W AND W THOMAS ST,2ND AVE W AND W THOMAS ST,N,14917,N, , ,NON-ART,44,0,W,322.0,"{'paths': [[[-13620980.4311651, 6044024.59650909], [-13621125.7936715, 6044025.44853688]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.040529524795,7,20,INSVC,W THOMAS ST,Urban Village Neighborhood Access,PCC, ,32,145.365003426531,0,NOT DESIGNATED,W THOMAS ST BETWEEN 2ND AVE W AND 3RD AVE W,190950020,3RD AVE W,2ND AVE W
15331,15331,0,Not Designated,700,269704,W,E,15332, ,269700,8TH AVE S AND S WELLER ST,CANTON AL S AND S WELLER ST,N,14923,N, , ,NON-ART,0,0,E,160.0,"{'paths': [[[-13616945.0833695, 6040153.92346385], [-13616877.9951896, 6040153.9551118], [-13616873.0364067, 6040153.94314149]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",159.684281879271,6,20,INSVC,S WELLER ST,Downtown Neighborhood Access, , ,0,72.0469847177519,0,NOT DESIGNATED,S WELLER ST BETWEEN CANTON AL S AND 8TH AVE S,171600072,8TH AVE S,CANTON AL S
15348,15348,2,Minor Arterial,700,1001,SE,NW,15349, ,30354,1ST AVE AND COLUMBIA ST,1ST AVE AND CHERRY ST,N,14940,N, , ,ART,16,0,NW,306.0,"{'paths': [[[-13618189.8766439, 6040987.0743172], [-13618262.622115, 6041104.82655252]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.062268995636,0,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,138.41059382933798,1,PRINCIPAL TRANSIT ROUTE,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,000100070,COLUMBIA ST,CHERRY ST
15349,15349,2,Minor Arterial,3000,1023,SE,NW,15350, ,29661,1ST AVE AND BAY ST,1ST AVE AND WARREN PL,N,14941,N, , ,ART,47,0,NW,321.0,"{'paths': [[[-13620402.0478356, 6043519.0592303], [-13620511.1799289, 6043614.53087389]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",320.821577789192,2,25,INSVC,1ST AVE,Downtown Neighborhood,AC/PCC, ,52,144.998787956538,1,PRINCIPAL TRANSIT ROUTE,1ST AVE BETWEEN WARREN PL AND BAY ST,000100301,BAY ST,WARREN PL
15354,15354,0,Not Designated,1500,1196,S,N,15355, ,29746,10TH AVE AND E PINE ST,10TH AVE AND E PIKE ST,N,14946,N, , ,NON-ART,49,0,N,423.0,"{'paths': [[[-13616538.5299425, 6042890.81847996], [-13616540.6108415, 6043082.3706447]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",423.14381414160795,2,20,INSVC,10TH AVE,Urban Village Neighborhood Access,AC, ,45,191.563467176946,0,NOT DESIGNATED,10TH AVE BETWEEN E PIKE ST AND E PINE ST,001450150,E PINE ST,E PIKE ST
15356,15356,0,Not Designated,500,1288,S,N,15357, ,29018,10TH AVE E AND E MERCER ST,10TH AVE E AND E REPUBLICAN ST,N,14948,N, , ,NON-ART,0,0,N,417.0,"{'paths': [[[-13616589.7203116, 6044383.80412931], [-13616587.7596727, 6044572.39350162]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",416.524982491604,0,20,INSVC,10TH AVE E,Urban Village Neighborhood Access,AC/PCC, ,0,188.599563761572,0,NOT DESIGNATED,10TH AVE E BETWEEN E REPUBLICAN ST AND E MERCER ST,001500050,E MERCER ST,E REPUBLICAN ST
15361,15361,2,Minor Arterial,900,1534,S,N,15362, ,29783,12TH AVE AND E SPRING ST,12TH AVE AND E MARION ST,N,14953,N, , ,ART,71,0,N,426.0,"{'paths': [[[-13616241.5929522, 6042281.47501923], [-13616241.5860349, 6042307.893322], [-13616241.5414548, 6042474.28327202]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.92326481820396,2,25,INSVC,12TH AVE,Urban Village Neighborhood,AC/PCC, ,52,192.808259670482,0,NOT DESIGNATED,12TH AVE BETWEEN E MARION ST AND E SPRING ST,003200090,E SPRING ST,E MARION ST
15375,15375,1,Principal Arterial,4300,2034,S,N,15376, ,27078,15TH AVE NE AND NE 45TH ST,15TH AVE NE AND NE 43RD ST,Y,14967,N, , ,ART,92,0,N,540.0,"{'paths': [[[-13615713.1740152, 6050440.08051407], [-13615713.1542932, 6050440.07138088], [-13615708.8131265, 6050684.77342697]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",540.181371952199,5,30,INSVC,15TH AVE NE,Urban Village Main,PCC, ,50,244.762284680618,1,PRINCIPAL TRANSIT ROUTE,15TH AVE NE BETWEEN NE 43RD ST AND NE 45TH ST,005550430,NE 45TH ST,NE 43RD ST
15394,15394,1,Principal Arterial,1300,2756,SE,NW,15395,T,29603,2ND AVE AND UNION ST,2ND AVE AND UNIVERSITY ST,Y,14986,Y,SE, ,ART,74,0,NW,426.0,"{'paths': [[[-13618502.2075033, 6041770.28256175], [-13618603.3480363, 6041934.257397]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",425.977225359962,4,25,INSVC,2ND AVE,Downtown,PCC, ,54,192.658127273128,1,PRINCIPAL TRANSIT ROUTE,2ND AVE BETWEEN UNIVERSITY ST AND UNION ST,009550130,UNION ST,UNIVERSITY ST
15400,15400,3,Collector Arterial,5200,3016,S,N,15401, ,25163,20TH AVE NW AND RUSSELL AVE NW,20TH AVE NW AND LEARY AVE NW,N,14992,N, , ,ART,17,0,N,427.0,"{'paths': [[[-13623516.6998352, 6051579.55912736], [-13623516.5205581, 6051772.89934433]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.63946663134004,4,30,INSVC,20TH AVE NW,Urban Village Neighborhood,AC/PCC, ,46,193.340300087565,0,NOT DESIGNATED,20TH AVE NW BETWEEN LEARY AVE NW AND RUSSELL AVE NW,010600520,RUSSELL AVE NW,LEARY AVE NW
15483,15483,1,Principal Arterial,1000,6126,SE,NW,15484,F,29952,4TH AVE AND SPRING ST,4TH AVE AND MADISON ST,Y,15075,Y,NW, ,ART,78,0,NW,306.0,"{'paths': [[[-13618037.1487037, 6041570.30180507], [-13618103.4699404, 6041677.7806135], [-13618109.8342057, 6041688.09522702]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.048974485268,2,25,INSVC,4TH AVE,Downtown,PCC, ,50,138.41413385540702,1,PRINCIPAL TRANSIT ROUTE,4TH AVE BETWEEN MADISON ST AND SPRING ST,031300100,SPRING ST,MADISON ST
15499,15499,0,Not Designated,4700,6749,N,S,15500, ,32004,44TH AVE SW AND SW EDMUNDS ST,GLENN WAY SW AND SW ALASKA ST,N,15091,N, , ,NON-ART,67,0,S,656.0,"{'paths': [[[-13624184.4023753, 6034151.92598087], [-13624184.4125229, 6034148.53271141], [-13624190.1882663, 6033855.40544866]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",655.790347340267,0,20,INSVC,44TH AVE SW,Urban Village Neighborhood Access,PCC, ,40,296.577444134183,4,LOCAL TRANSIT ROUTE,44TH AVE SW BETWEEN SW ALASKA ST AND SW EDMUNDS ST,035700470,SW EDMUNDS ST,SW ALASKA ST
15531,15531,3,Collector Arterial,400,7983,N,S,15532, ,30511,6TH AVE S AND S KING ST,6TH AVE S AND S JACKSON ST,N,15123,N, , ,NON-ART,39,0,S,306.0,"{'paths': [[[-13617308.1641588, 6040431.94316407], [-13617308.5381417, 6040293.44767097]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",306.016040209561,3,25,INSVC,6TH AVE S,Downtown Neighborhood,AC, ,42,138.49599802935498,0,NOT DESIGNATED,6TH AVE S BETWEEN S JACKSON ST AND S KING ST,044550040,S KING ST,S JACKSON ST
15539,15539,0,Not Designated,700,8292,S,N,15540, ,28742,8TH AVE N AND VALLEY ST,8TH AVE N AND ROY ST,N,15131,N, , ,NON-ART,34,0,N,314.0,"{'paths': [[[-13618941.7938719, 6044759.18140576], [-13618940.9570165, 6044900.94007351]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",313.06879643242996,2,20,INSVC,8TH AVE N,Urban Village Neighborhood Access,PCC, ,40,141.761137865606,0,NOT DESIGNATED,8TH AVE N BETWEEN ROY ST AND VALLEY ST,047900070,VALLEY ST,ROY ST
15551,15551,0,Not Designated,400,8756,N,S,15552,F,30372,ALASKAN E RDWY WAY S AND S KING ST,ALASKAN E RDWY WAY S AND S JACKSON ST,N,15143,Y,S, ,NON-ART,0,0,S,333.0,"{'paths': [[[-13618318.8408526, 6040434.28587228], [-13618314.9795433, 6040283.55789354]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",333.15348171786303,0,20,INSVC,ALASKAN E RDWY WAY,Downtown Neighborhood Access,AC, ,0,150.777429627126,0,NOT DESIGNATED,ALASKAN E RDWY WAY S BETWEEN S JACKSON ST AND S KING ST,050600040,S KING ST,S JACKSON ST
15563,15563,0,Not Designated,500,9295,SW,NE,15564,F,29534,6TH AVE AND BLANCHARD ST,5TH AVE AND BLANCHARD ST,N,15155,Y,NE, ,NON-ART,45,0,NE,322.0,"{'paths': [[[-13619024.0842205, 6043085.64804723], [-13618928.3667557, 6043195.4126824]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.116887339855,4,20,INSVC,BLANCHARD ST,Downtown Neighborhood Access,PCC, ,42,145.63690538491198,2,MAJOR TRANSIT ROUTE,BLANCHARD ST BETWEEN 5TH AVE AND 6TH AVE,055450050,6TH AVE,5TH AVE
15575,15575,0,Not Designated,1000,9736,SW,NE,15576, ,29939,BOREN AVE AND COLUMBIA ST,COLUMBIA ST AND TERRY AVE,N,15167,N, , ,NON-ART,12,0,NE,322.0,"{'paths': [[[-13617150.6769019, 6041794.57886082], [-13617026.9681117, 6041871.31798487]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.319758963152,2,20,INSVC,COLUMBIA ST,Urban Village Neighborhood Access,AC, ,30,145.57732626736902,0,NOT DESIGNATED,COLUMBIA ST BETWEEN TERRY AVE AND BOREN AVE,060050100,BOREN AVE,TERRY AVE
15585,15585,0,Not Designated,0,10139,SW,NE,15586, ,29663,1ST AVE AND EAGLE ST,EAGLE ST AND WESTERN AVE,N,15177,N, , ,NON-ART,0,0,NE,322.0,"{'paths': [[[-13620461.7388584, 6043377.81178747], [-13620366.1365459, 6043487.670307]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.09425649677297,10,20,INSVC,EAGLE ST,Downtown Neighborhood Access,AC/PCC, ,0,145.632058525691,3,MINOR TRANSIT ROUTE,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,064900009,1ST AVE,WESTERN AVE
15606,15606,0,Not Designated,1100,11082,W,E,15607, ,28803,JOHN ST AND MINOR AVE N,FAIRVIEW AVE N AND JOHN ST,N,15198,N, , ,NON-ART,0,0,E,316.0,"{'paths': [[[-13618187.6349574, 6043812.24967761], [-13618045.0153475, 6043811.7817137]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",315.967961311217,1,20,INSVC,JOHN ST,Urban Village Neighborhood Access,AC/PCC, ,0,142.620377660572,0,NOT DESIGNATED,JOHN ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,079000115,MINOR AVE N,FAIRVIEW AVE N
15636,15636,0,Not Designated,4800,6544,N,S,15637, ,33434,42ND AVE S AND S FERDINAND S ST,42ND AVE S AND S FERDINAND N ST,N,14037,N, , ,NON-ART,28,0,S,125.0,"{'paths': [[[-13612229.1927092, 6033664.03988352], [-13612229.0396918, 6033607.34238005]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",125.374842785351,2,20,INSVC,42ND AVE S,Urban Village Neighborhood Access,PCC, ,25,56.69770995528361,0,NOT DESIGNATED,42ND AVE S BETWEEN S FERDINAND N ST AND S FERDINAND S ST,034150487,S FERDINAND S ST,S FERDINAND N ST
15663,15663,0,Not Designated,200,7896,S,N,15664, ,28795,6TH AVE N AND THOMAS ST,6TH AVE N AND JOHN ST,N,14064,N, , ,NON-ART,0,0,N,426.0,"{'paths': [[[-13619383.8536646, 6043823.00492256], [-13619383.958505, 6044015.93374767]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",426.11367597548104,3,20,INSVC,6TH AVE N,Urban Village Neighborhood Access,PCC, ,0,192.928853592421,0,NOT DESIGNATED,6TH AVE N BETWEEN JOHN ST AND THOMAS ST,044400020,THOMAS ST,JOHN ST
15676,15676,2,Minor Arterial,2200,8527,SE,NW,15677,T,617711,9TH AVE AND DENNY WAY,WESTLAKE AVE AND 9TH AVE,Y,14077,Y,SE, ,ART,92,0,NW,291.0,"{'paths': [[[-13618650.4868115, 6043558.23487085], [-13618661.82791, 6043556.88985091], [-13618668.9940237, 6043557.01540292], [-13618672.8527635, 6043557.60497807], [-13618680.3360128, 6043560.38558507], [-13618757.012458, 6043626.19124767]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",291.079637013808,1,25,INSVC,9TH AVE,Downtown Neighborhood,PCC, ,42,131.517343029913,3,MINOR TRANSIT ROUTE,9TH AVE BETWEEN WESTLAKE AVE AND DENNY WAY,048900220,DENNY WAY,WESTLAKE AVE
15690,15690,0,Not Designated,0,9290,SW,NE,15691, ,29710,1ST AVE AND BLANCHARD ST,BLANCHARD ST AND WESTERN AVE,N,14091,N, , ,NON-ART,0,0,NE,322.0,"{'paths': [[[-13619502.4764612, 6042536.85448449], [-13619406.8423663, 6042646.63917785]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",322.04916311167597,10,20,INSVC,BLANCHARD ST,Downtown Neighborhood Access,PCC, ,42,145.597249316957,2,MAJOR TRANSIT ROUTE,BLANCHARD ST BETWEEN WESTERN AVE AND 1ST AVE,055450007,1ST AVE,WESTERN AVE
15691,15691,1,Principal Arterial,2000,9325,SE,NW,15692, ,29524,BOREN AVE AND DENNY WAY,BOREN AVE AND FAIRVIEW AVE,Y,14092,N, , ,ART,59,82,NW,360.0,"{'paths': [[[-13618186.538903, 6043512.78973585], [-13618305.6018482, 6043623.45680283]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",359.626698550243,2,25,INSVC,BOREN AVE,Downtown,AC/PCC,AC/PCC,67,162.552098241944,3,MINOR TRANSIT ROUTE,BOREN AVE BETWEEN FAIRVIEW AVE AND DENNY WAY,055650201,DENNY WAY,FAIRVIEW AVE
15692,15692,2,Minor Arterial,900,9443,S,N,15693, ,29784,BROADWAY AND MADISON ST,BROADWAY AND MARION ST,N,14093,N, , ,ART,83,0,N,359.0,"{'paths': [[[-13616684.5317211, 6042246.59911809], [-13616684.6258058, 6042315.71717604], [-13616684.7387702, 6042409.29031815]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",359.395515907537,6,25,INSVC,BROADWAY,Urban Village Neighborhood,PCC, ,52,162.691332280846,3,MINOR TRANSIT ROUTE,BROADWAY BETWEEN MARION ST AND MADISON ST,057350090,MADISON ST,MARION ST
15703,15703,1,Principal Arterial,1200,10020,W,E,15704, ,29171,DENNY WAY AND YALE AVE,DENNY WAY AND VIRGINIA ST,Y,14104,N, , ,ART,44,0,E,389.0,"{'paths': [[[-13618044.2665334, 6043622.05635661], [-13617962.9669975, 6043621.64151793]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",180.121177434981,1,25,INSVC,DENNY WAY,Downtown,AC/PCC, ,43,81.30059433569221,3,MINOR TRANSIT ROUTE,DENNY WAY BETWEEN VIRGINIA ST AND YALE AVE,063450120,YALE AVE,VIRGINIA ST
15705,15705,2,Minor Arterial,1200,10081,S,N,15706, ,28724,COMSTOCK ST AND DEXTER AVE N,DEXTER AVE N AND HIGHLAND DR,N,14106,N, , ,ART,87,0,N,316.0,"{'paths': [[[-13619082.9429541, 6045472.98703538], [-13619082.0814556, 6045616.12491563]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",316.088831242597,1,30,INSVC,DEXTER AVE N,Urban Village Neighborhood,AC/PCC, ,54,143.140472755306,3,MINOR TRANSIT ROUTE,DEXTER AVE N BETWEEN HIGHLAND DR AND COMSTOCK ST,063900120,COMSTOCK ST,HIGHLAND DR
15761,15761,2,Minor Arterial,1300,12568,W,E,15762, ,29132,EASTLAKE AVE E AND REPUBLICAN ST,REPUBLICAN ST AND YALE AVE N,N,14162,N, , ,ART,6,0,E,315.0,"{'paths': [[[-13617761.7013026, 6044383.42305078], [-13617619.3971457, 6044384.04577848]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",315.249426181694,11,25,INSVC,REPUBLICAN ST,Urban Village Neighborhood,AC/PCC, ,23,142.30551943515601,3,MINOR TRANSIT ROUTE,REPUBLICAN ST BETWEEN YALE AVE N AND EASTLAKE AVE E,094550130,EASTLAKE AVE E,YALE AVE N
15765,15765,0,Not Designated,0,12768,SW,NE,15766, ,29626,SENECA ST AND WESTERN AVE,ALASKAN E RDWY WAY AND SENECA ST,N,14166,N, , ,NON-ART,0,0,NE,198.0,"{'paths': [[[-13618752.518714, 6041451.77259758], [-13618676.6595547, 6041499.17363985]]], 'spatialReference': {'wkid': 102100, 'latestWkid': 3857}}",198.057936673727,0,20,INSVC,SENECA ST,Downtown Neighborhood Access,AC, ,0,89.45094106191709,0,NOT DESIGNATED,SENECA ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,096150006,WESTERN AVE,ALASKAN E RDWY WAY
